ID	TARGET	TEXT
823	春节放鞭炮	治好多年的心脏病又犯了～吓死祖宗了#春节不放鞭炮#
824	春节放鞭炮	虽然为了环境，但春节不放鞭炮，年味儿就少了许多。一年一次的快乐，都因为我们过度的环境消耗而面临取缔。不知道那些损毁环境的企业和那些勾结的官僚作何感想。
825	春节放鞭炮	看来今晚注定无眠，从十一点半到现在鞭炮和烟花放得此起彼伏（图片借大家发的转发），根本无法静下来休息，老家的春节放鞭炮让人又亲切又担忧，亲切的是让我们有了儿时过春节的回忆，担忧的是空气质量已是重度污染，可能要变成超级污染了
826	春节放鞭炮	记者采访一个老奶奶，记者说：“您对春节放鞭炮是怎么看的”。老奶奶说：“我还能怎么看，爬窗户上看......
827	春节放鞭炮	环卫工人希望大家少放鞭炮，老伴好早回家过年卖鞭炮的人希望大家多买多挣点钱和家人过个好年放还是不放是个问题！答案其实很简单年轻人多帮忙干点活儿爱放的就放自己放的炮自己清理干净就行，至少帮环卫工人打扫一下又放了鞭炮，喜庆了热闹了又消化了春节饱餐后的积食两全其美！
828	春节放鞭炮	请关注一个大家从没有关注过的群体，他们每年春节都不能回来过年，三十晚上都在工作岗位上，到初一凌晨大家基本不放鞭炮了才能回家。民警出警可能是他们报的，消防战士到之前的火情初期处置可能也是他们，环卫工人收拾的鞭炮垃圾可能也是他们给弄好堆儿的。@人民日报 @平安北京
829	春节放鞭炮	本來，在春節期間放鞭炮放煙花是中國傳統的一種民俗，可現在，放起鞭來不分晝夜，大半夜12點放，早上4點還放，一個好好的東西讓這些人都整噁心了！有點希望國家能規定統一的地址放鞭炮，以免打擾人休息！！！！！！@DJ阿宝
830	春节放鞭炮	昨天带009置办年货，今天带009贴对联、贴福字、挂灯笼、吃年夜饭，虽然没有放鞭炮（009不敢），但周围全是此起彼伏的鞭炮声，晚上给009发压岁红包。让009深切感受春节的氛围，知道什么叫#过年#。其实应该穿汉服的，更应景，不过天气太冷了就没穿。传承中国传统文化，从我做起，从我的下一代做起！
831	春节放鞭炮	春节快到了，只希望大家能不放或者少放鞭炮。又吵又污染空气，上海已经好久没有看到蓝天了。
832	春节放鞭炮	窗外咔嚓一道大闪电，变白天了，关键闪没完；外边雷声比春节放鞭炮还响，完...睡不着了- - 我在:|昆明北街
833	春节放鞭炮	走火入魔style//2月3日，陈光标至南京江宁开发区派出所申请改名“陈光盘”，号召大家节约粮食，春节、婚礼等不放鞭炮，以及节约用水，节约用电。派出所近日给出回应：陈光标户籍所在地并非我局辖区，故其改名申请未予受理。2009年，陈光标曾把老婆和孩子的名字分别改成张绿色和陈环保。
834	春节放鞭炮	贴春联、放鞭炮、包饺子是农历春节的传统项目。随着春节的日益临近，年味渐浓，燃放烟花爆竹危害大，一定要注意消防安全，避免火灾及其它安全事故的发生。 ——————楚村派出所
835	春节放鞭炮	#微博拜年# 哇哦~过年啦!拜年啦！！哈哈~大家都春节快乐啊！！等着零点放鞭炮啦！！哈哈~
836	春节放鞭炮	春节放鞭炮什么的真的烦死喵主子我了！怒！@Rainbowhouse彩虹猫
837	春节放鞭炮	看到了奇怪的关于春节放鞭炮与人性自私的言论。原po下回复抨击声一片，虽然解气但部分言论却有人身攻击的嫌疑…评论里看到这句话：动辄批评国民性，这也是毛病。很赞同。
838	春节放鞭炮	【注意燃放爆竹，安全过春节】春节是我们中国传统的节日，节日期间，很多小孩大人都喜欢燃放鞭炮，注意燃放安全。特别注意在放鞭炮时（特别是要告诉小孩）不要往下水道里扔，下水道里面有沼气，容易发生爆炸伤人事故。
839	春节放鞭炮	最近许多媒体宣传“新年来到，不要放鞭炮，放鞭炮会污染环境.”所以我们真的要丢弃这个传统吗？近几年春节越来越没有“年味”了…反观x些工厂，夜间偷偷排污，污染严重没人管。为什么要抛弃传统而放过真正的污染源呢？值得深思…
840	春节放鞭炮	春节放鞭炮一点好处都没有，制造节日雾霾，干扰别人生活，影响环境整洁，花钱赚个吆喝。O(∩_∩)O哈哈哈~，为什么还要放呢？钱烧的！
841	春节放鞭炮	第一次体验春节放鞭炮。。。广州这边的习俗
842	春节放鞭炮	春节快乐放鞭炮啦！！@来熊抱陈乐乐呀@来偶遇陈欢欢呀 @来歪歪陈明昕呀 @来癫癫易婷呀 @来勾搭黎旭华呀  包括还有一些没@ 的！ 我在:|胜利路
843	春节放鞭炮	鉴于这么大的雾霾天气，这么严重的空气污染，我提议过年时候，尽量少放鞭炮，或者不放鞭炮，过一个环保、安静、祥和、文明的春节。最好把买鞭炮的钱，捐给需要帮助的人们，你会为此感到高层次的快乐！如果你同意，请转发。
844	春节放鞭炮	潮汕的风俗美食，祭拜祖先，寄托思念，特色美食，是这边独特的地方，回家又可以吃到啦！少不了春节的传统贴春联，放鞭炮！祝大家都能回家过年，吃顿团圆饭！新年快乐！媒体人，祝你们在电台过个好年，吃到好吃的@CCTV喜到福到好运到 回家真不错
845	春节放鞭炮	红红火火过大年是中国人的老传统了，挂红灯笼、贴春联、包饺子等，还要放鞭炮。放鞭炮这事也要与时俱进，现在祖国很多地方长期出现雾霾，直接影响了生产和生活。现在都提畅春节不燃放鞭炮，大家都为减少污染做出自己的一点贡献，这可是千秋万代的好事啊！为了自己和家人的健康不放鞭炮照样过大年！
846	春节放鞭炮	【雾霾当前，如何应对燃放鞭炮问题】春节放鞭炮一直是人们挥之不去的情结， 最近建议禁放烟花爆竹的呼声很高，专家就此指出，每消耗1吨爆竹，会产生300公斤以上灰霾。放鞭炮存在安全隐患，而雾霾危害更大。减少空气污染，还大家一片蓝天。面对空气质量的恶化、雾霾的骚扰，你还会选择放炮吗？
847	春节放鞭炮	迎财神，大家起来放鞭炮啦，每年过年最后一个充满春节气息的春节节日啦！祝大家马上发财！ 我在这里:|北京·春晚...
848	春节放鞭炮	春节放鞭炮也真是醉了，明天上班结果初六晚间九点开始到现在没停，有没有在两栋楼中间放的啊？是不是太扰民了？明年提倡一下吧，素质如何才能提高刚想着自己了！@平安北京@蓝鲸财经记者工作平台 @环保北京 @北京电视台 @北京新闻 求呼吁！ |北京·天通...
849	春节放鞭炮	蓟县开展“心向党 爱劳动 有礼貌”主题活动（之九）：官庄镇南营中心小学“快乐营地”开展“我们的节日”主题活动，鼓励学生用画画、照片等形式记录过春节的喜庆场景。开展主题为“不放鞭炮，从我做起，推动社区文明”的禁燃鞭炮环保倡议活动，为每一名学生发放了《禁放鞭炮环保倡议书》，增强环保意识
850	春节放鞭炮	爱环保不放鞭炮，爱光盘拒绝剩宴，蛇年春节，人们掀起了过年的新风尚。蛇年春节您过得怎样？ 今天17点 FM937 《无锡晚高峰》互动分享 短信平台 85803937
851	春节放鞭炮	因为教主平常不看电视，故小鲜肉多红有点不知道。但是看他着装教主就知道：绝对是当红炸子鸡！好看的丝毫不费力，也不会太用力去大声吆喝：老子是明星。春节着装也是这个道理，不需要太用力，因为过得好，每天都是春节情人节。过得不好才会梗着脖子盼年三十放鞭炮。教主认为衣服得体就好，人要够红够旺
852	春节放鞭炮	游泳学会了转圈了。还被陌生小姐姐捏手臂肉嘟嘟。学会很多新动作。末了经过非遗广场，坐推车上不过瘾，要坐第一排，听了越剧演唱，看了歌舞，说舞台烟幕是打鞭炮的效果——春节放鞭炮的记忆。睡觉前一直念叨阿姨跳舞唱歌结束了，没有时间玩了，小朋友都回家吃饭睡觉了[憨笑]
853	春节放鞭炮	鞭炮声，没完没了。想肿么滴。这都几点了？虽然是传统的习俗，但也该为别人考虑一下吧，也该注意下空气情况吧。有多少人知道为啥过年要放鞭炮？有多少人知道春节和各种习俗的由来？形式大于内容，有何意义？@沈阳晚报
854	春节放鞭炮	魏立东诗人乐园：时间确实跑得快，离大年三十还有2天时间了。我们今天下午放假了，可以轻松度过美好的除夕。中国传统，除夕是放鞭炮的，但为了保护环境，杭州已经决定不能燃放鞭炮了，这样也好，大家看完春节联欢晚会，就安心休息。呵呵......
855	春节放鞭炮	春节将至，做个环保主义者，不放鞭炮，现在的空气质量已经很差了。买了个3M口罩，拒绝毒气。现在光标哥都在做卖空气的生意了，把钱拿去买空气，真是地球人的悲哀。
856	春节放鞭炮	每逢临近过年，就听到有人倡导不要放鞭炮。不放你妹啊，不放还是中国人的春节吗？还有年味吗？放鞭炮也是有时间讲究的，连鞭炮都不放，小孩子会越来越不知道传统，也越来越不关心传统，因为连当代的我们这些大人都不关心，小孩子怎么会了解它的重要性呢。慢慢的以后都没人会过春节了。
857	春节放鞭炮	每到春节清明这种适合祭祖的日子,村中曾姓的家庭就要派代表去曾家老院子烧香烧纸放鞭炮,老公或大哥在家时,这种重要工作就由他二人带领小的们进行。这种传统不知还能继续几代?至少闪闪就可能搞不清要在哪几个地方烧香哪里烧纸。
858	春节放鞭炮	观察室：时代在发展，人类在进步。今年春节有许多新风俗新习惯，如：1、为了不污染环境，减少或不放鞭炮了；2、不无畏的过于贪黑熬夜了；3、能及时的清理垃圾了；4、黄、毒、赌的现象减少了；等等。人类的好梦想在一步一步的实现着，人类的希望越来越大！……
859	春节放鞭炮	临近过年，依照传统，家家户户都爱放鞭炮讨个吉利，今年宿迁市施行禁限放政策，元旦、春节、元宵等集中燃放时段，在商业街、人员密集区、易燃易爆单位、高层建筑、施工工地等重点部位是限放地点，同时，在禁止燃放地点外的市区其他区域范围内，从22时至次日6时禁止燃放。请大家在注意火灾隐患。
860	春节放鞭炮	春节放鞭炮，谁招惹了谁 |226省道
861	春节放鞭炮	昨天的炮火连天直接导致了今天刺鼻的空气，究竟是市民的身体重要还是那些鞭炮重要呢？而所燃放的烟花爆竹有很多还是国家截止生产和燃放的，理性过节，就像央视报道的宁波某个个小区，约定过节不放鞭炮，春节过得照样是有滋有味，这些不利于我们生存发展的习俗是不是可以考虑换一种方式呢@石家庄共青团
862	春节放鞭炮	春节是神马东东？一个字：累。二个字：消费。三个字：大聚会。四个字：或吃或睡。五个字：短信满天飞。六个字：朋友拜年贺岁。七个字：放鞭炮震天欲碎。八个字：探亲旅游纯粹受罪。九个字：喝酒酒醉伤身又伤胃。十个字：七天大假过后退回原位。各位新年快乐！
863	春节放鞭炮	春节少放鞭炮,十五不放烟花,文化广场连续十几年的灯展今年也破例取消,生活越来越好,可年味越来越淡.今年的春节十五更显寂寥呀.
864	春节放鞭炮	报史上的今天：2002年2月18日，一版刊发报道《烟花爆竹考验城市素质》。想想今年春节期间热议的放鞭炮与PM2.5的话题，十年前的这篇报道多少有些先验性。二版报道短信拜年的春节见闻。十年过去了，放鞭炮的老传统面临环保新观念的质疑；而当时颇新潮的短信拜年如今已是家常便饭。
865	春节放鞭炮	落红不是无情物，化作春泥更护花~ 大家情人节快乐。哥不能陪你们过节了。因为哥有老婆了。老婆和情人是两个概念。谁能洞悉春节和情人节的共通之处？那就是：炮味甚浓啊！春节放鞭炮，情人节打大炮~炮是有情却无情。小心走火~娃哈哈！
866	春节放鞭炮	春节放鞭炮，三十天晚吃年饭，和午夜零时，是放鞭的高潮。吡吡叭叭，有如万炮齐鸣。楼下二三层住户根本不敢开窗。看春晚联欢节目，只見演員张嘴，根本听不清说什么。今年变了，年夜饭鞭炮短而少。零点钟声鞭炮，往年响40分钟还没完。今年不到30分钟就見尾声了。为什么?据说是公款鞭炮退出历史午台了。
867	春节放鞭炮	今年春节不放鞭炮了，为了环保。中石油中石化，你们毁了老子的春节!
868	春节放鞭炮	满微信都是这张图片，你们春节真的不放鞭炮了？？我的提议是春节民俗不能丢，放了自己扫。市容环保部门给环卫工人放假。让他们也回家放鞭炮庆祝新年的到来！！
869	春节放鞭炮	过年，又叫春节，每年的最后一天又叫做除夕，年是收成，夕是猛兽，贴对联放鞭炮都是为了除夕的，贴对联是防止猛兽夕闯入家门，因为春联一般都是红色的，红色指的是火的意思，而猛兽（以至于鬼怪）都怕火，这是春联的基础，而春联上写的的字往往都是求来年吉祥的，也有对过去一年总结的。
870	春节放鞭炮	虽然已经二十年没有放过鞭炮了，但我以为春节放鞭炮还是重要的内容，特别是小朋友而言，如果没了这个项目，胆量也会变得小很多吧。
871	春节放鞭炮	昨天是中国传统春节的最后一天----元宵节，好多地方举办了焰火观灯晚会，好热闹，使大家真正感觉到过年的味道，但还是有一些自私的人，说什么又放鞭炮了，PM2.5又升高了，影响它睡觉了，更有所谓专家也起哄。难道睡觉，起哄能代替过年吗？闭上你的嘴，这世界会更环保，安静祥和！
872	春节放鞭炮	正正//@LIVEON力王: 与春节要放鞭炮一样，情人节送玫瑰也算是个传统了！！与其和别人千篇一律抱着红玫瑰，不如送上99朵烟熏三文鱼玫瑰更能博取她的欢心哦~ - 查看原文：http://t.cn/zOAl9GY
873	春节放鞭炮	是应该改变一下观念，少放或不放鞭炮，这样，火灾、伤人事故会减少，空气污染也会降低。市环保局呼吁春节期间少放甚至不放烟花爆竹 http://t.cn/zYU3dCX （分享自 @新浪上海）
874	春节放鞭炮	都说今年春节放鞭炮的比往年少了很多，我却没感觉到。我们家门口的炮声大年三十持续到将近夜里两点，初一早上六点又开始了，初五更是欢天喜地过了十二点，昨天什么日子都不是还叫嚣到十一点。以为今天怎么都消停了，谁成想，欢快的鞭炮声又随着凛冽的风声袭来了？看来，我的邻居们对放鞭炮情有独钟。
875	春节放鞭炮	你这样的下等人才叫贱//@GeneralSecretary-Tang:蠢狗，你继续叫啊，你脑子被震坏了吧。。你去环保部叫啊，让他们关停所有重污染的工厂，我们就不放鞭炮，去吧，你他妈的在这里叫算什么。//【新浪调查:六成受访者支持春节时禁放烟花爆竹】 http://t.cn/Rwa4CAA
876	春节放鞭炮	#零点拜年# 大街小巷，开始放鞭炮啦~~~~~~~~~春节快乐乐乐乐乐乐乐乐~~· @ 我亲爱的人儿~
877	春节放鞭炮	内地的回回也这么猖獗了?//@泰山长工: 我们这里的回汉杂居村，汉民春节不放鞭炮，不摆贡品祭天地祖先。否则，回族同胞会生气。
878	春节放鞭炮	每到过年前夕，总会有春节放不放鞭炮的讨论，最近几天，一组 “环卫大爷大妈和”“鞭炮大爷”的图片在网络上爆红，再次引发网友对燃放鞭炮话题的讨论。今年春节，您会放鞭炮吗？
879	春节放鞭炮	这春节放鞭炮烟花什么的忒污染空气了，海口空气质量这么好的城市竟然可以随便放烟花，整个空气都赶上北京的雾霾了，到处都是火药味。
880	春节放鞭炮	调戏siri新技能 问它春节放鞭炮吗 或者让它模仿放鞭炮的声音 它会回答你最近正在苦练鞭炮技艺 然后开始大秀口技 噼里啪啦蹦蹦 噼里啪啦蹦蹦蹦…在你以为它完了的时候 它还来一句 还没完呢 噼里啪啦yoyoyo
881	春节放鞭炮	让楚雄彝族人脸红的火把节民俗，今天到大理看每家人都在点火把，这是民间自发的传统，就如汉人春节放鞭炮。而楚雄如没有官方主办，楚雄人过火把节能做什么？会主动点火把吗？@CXTV民情直通车 我在:http://t.cn/zWOX5UJ
882	春节放鞭炮	最让中国人欢欣鼓舞的春节就要到了！除了年夜饭，放鞭炮之类的传统节目，吐槽春晚也已经成为了中国人新的传统哦！本周五晚7点，ESU中国学生会也精心为大家准备了一台异国春晚！同学们，和小编我一起拿出我们的吐槽天赋来吧！我们周五晚七点Plump Hall不见不散啦！！！
883	春节放鞭炮	如果所谓的环保要牺牲民族的传统，我宁愿吸一个春节的“毒气”换十一个月的清新好空气。可是却不懂为什么在没放鞭炮的十一个月里也没多少天优良天气。 我在:|环城南路
884	春节放鞭炮	春节放鞭炮是中华传统习俗,所谓的环保组织倡议春节不放烟花纯粹是个噱头,从古至今都在放,也没污染环境,现在城市化越来越厉害,真正污染的是工业和城市污染,汽车,火力发电,空调都会污染,都禁止算了.现在城市里面都感受不到过年的气氛了,是不是年也不用过了?传统文化消失了,你们还能叫嚣着禁这个禁那个么?
885	春节放鞭炮	我觉得最大的污染并不在鞭炮，习俗的东西还是要保留一些的
886	春节放鞭炮	外面开始放鞭炮啦！2010过去啦！2011来啦！我的虎年走啦，兔年来啦！春节快乐，什么都好！
887	春节放鞭炮	六一是我唯一记得日期的节日，刻印般的唯一 对我母亲，父亲节，从小到大就没有具体的概念在脑子里，过了叛逆期开始心疼父母也仍记不起具体日期清明，端午，中秋，春节，传统节日，从来都不会也不需要记得它的具体时间，因为清明要扫墓，端午吃粽子，中秋啃月饼，春节放鞭炮，该来的时候，有人会告诉你
888	春节放鞭炮	东北过春节的习俗:“24:00点放鞭炮，煮饺子，接财神”呵呵……刚刚包好的饺子，很漂亮吧！一会就开始放鞭炮啦！吃饺子啦！新的一年，祝爸妈身体健康，万事如意呀！祝我和妹妹工作顺利……嘎嘎……饺子出锅喽
889	春节放鞭炮	爆竹声声微博拜大年，红包满满阖家庆团圆！#8天长假之第2天# 响应@graymouse711 号召，今年我们家真的不放烟花爆竹了！在微博上拜年、放鞭炮多好呀，让我们共享一个干干净净的环保春节！！在此，我给微博上的所有朋友拜年啦！！！ http://t.cn/z0k134g
890	春节放鞭炮	有网友呼吁城市禁放鞭炮，我认为很有必要。放鞭炮实在是有百害无一利，噪音，污染，危险，浪费。我家已多年不买不放鞭炮了，包括过春节和办喜事。放鞭炮尽管是传统但有那么多害处，为什么不可以改变呢，现在热闹的方式很多，比如放喜庆的音乐多好！
891	春节放鞭炮	春节是中华民族最重要的传统节日，也是亲人团聚的日子，离家在外的孩子在过春节时都要回家欢聚，在以往我们过春节时总是要放鞭炮、逛庙会、走亲戚，但随着社会整体文明程度的提高，春节也在经历着不断的进... |我们的节日...
892	春节放鞭炮	所有的传统节日里，春节的仪式感太强。从年前许多天就开始，到除夕更是贴对联，吃年饭，看春晚，放鞭炮，吃饺子，发短信打电话拜年，派利是，兜利是。太闹了!除非躲出去，要是不按传统出牌，一定被人认为＂依脑子瓦Ta了＂。
893	春节放鞭炮	【谈春节放鞭炮】污染、噪声、安全.......对燃放鞭炮各种观点存在交锋，但从小年一天看，鞭炮销量比去年明显下降，怎样让传统年俗主动适应新常态是社会发展的必然要求。小编建议：节日燃放鞭炮要“适度”，首先从量上减少。随着社会科技的发展，能否出现重复使用、安全、无害的电子鞭炮呢？期待。
894	春节放鞭炮	昨天的杭州新闻在短信交流中讨论是否春节不放鞭炮，以造成污染，这传统的过年方式能改变吗？你为什么不倡导公车少开或不开，以降低雾霾天气。
895	春节放鞭炮	今年元旦时跟人聊天手机掉水里了，春节12点放鞭炮的时候被我弟扔火堆里去了，它都活过来了。现在，被我亲手砸碎了缺钱girl真的不愿意把钱花在买手机上面。
896	春节放鞭炮	又是一年出夕，吃完年饭，吃上饺子，看精彩春节年欢晚会，开始放鞭炮啦，，，，，农村现在富了，一家比一家鞭炮多，礼花一个比一个大，小孩子开心放着小礼花，好幸福，又是一个难忘今肖，，，
897	春节放鞭炮	要禁放鞭炮 建议禁放鞭炮 春节前曾写过一篇博文，建议发起一个少放或不放鞭炮运动。今年春节，上海一户14楼人家，因楼下放的鞭炮串进阳台，家全被烧光。光靠宣传和提倡看来还不行，因为总有那么一些人不自觉，得立法禁放。放鞭炮除仅能增加吉庆喜事的气氛外，其余都是坏处，建议用电子鞭炮代替。
898	春节放鞭炮	妞说，一个纪念日必须有其区别于其他日子的特殊活动或者食物，比如春节放鞭炮，端午吃粽子。所以国庆光阅兵和开晚会是不行的。她建议列番茄炒蛋为国庆专属食品。
899	春节放鞭炮	翻出宝贝更小时候的玩具，装饰了圣诞树。宝贝很有兴趣，一人担当，我们当小工。我在想，中国传统的春节怎样才能在保持原风俗的前提下，改良的让老少都可参与其中，享受一起装饰的快乐，而不只是无止境的吃和危险的放鞭炮。
900	春节放鞭炮	长这么大头一次吃到饺子里的硬币，是不预示着蛇年会有好运呢，出去放鞭炮啦，春节快乐
901	春节放鞭炮	马上春节了，放不放鞭炮，历年来大家都是议论纷纷，从电视到网络等等，倡议不少，但是似乎根本无法阻止放炮的激情和欲望。 昨天到听了媒体里几位主持人的争辩，确实给我很多感触，不知道您怎么看？ 您的看法将会被采用，发布到下期微报中。
902	春节放鞭炮	【鞭炮少了，空气好了】欢度春节，热闹和安全、喜庆和清新哪个更重要？不放和少放鞭炮，年味儿是不是就弱了？今年春节期间燃放鞭炮对空气质量的影响如何？记者在北京、山东、江苏、湖南等地调查发现，放鞭炮的人少了，和往年春节相比，不少城市的空气质量变好了。 http://t.cn/RwN9UDU
903	春节放鞭炮	人春节放鞭炮，他春节放核弹。这二胖子口味真重。
904	春节放鞭炮	这个春节，天天小朋友最开心的就是放鞭炮啦！中午画的
905	春节放鞭炮	神十上天了,可我發現宇航員怎么都那么矯情,一共上去沒幾天,可是又是洗澡又是刷牙的。端午節還吃粽子。這讓科學家費了多大勁,這是端午節發射的,我看,要是春節發射的話,上去還TMD包餃子放鞭炮。國家應該派個懶逼上去,像我這樣的,上去后一睡覺睡五天,不給國家添麻煩!
906	春节放鞭炮	快别无知了，春节民国才有，你咋就能春节放炮几千？人们以前过的不叫春节//新浪网友:为什不提议取消春节？ 传统的东西都不要了 还过个屁节  春节放鞭炮那是几千年的传统乯//【新浪调查:六成受访者支持春节时禁放烟花爆竹】 http://t.cn/Rwa4CAA
907	春节放鞭炮	开门啦！放鞭炮啦！春节晚会也听不见声音啦！洗洗睡啦！朋友们新年快乐！
908	春节放鞭炮	环保组织呼吁“绿色过年” 少放鞭炮为空气减负 http://t.cn/z0k0aSP 达尔问自然求知社等环保组织、郑渊洁等关注环保的知名人士都在微博上倡议，今年春节不放或少放烟花爆竹，过一个绿色的春节。同时，环境质量监测方面的专家也称，大量燃放烟花对空气质量及人体健康危害较大，建议市民少放。
909	春节放鞭炮	突然发觉我们国家的传统节日都带有悲伤的色彩，春节放鞭炮是为了吓年兽，以前被年兽骚扰；清明节就不说了；端午纪念投河的屈原；七夕就是牛郎织女；中秋祭拜我们那离开后羿独住月宫的嫦娥月娘～@我不是小贤是小生 你说呢
910	春节放鞭炮	春节来了，为了减少雾霾天，请承诺#春节不放鞭炮#过个环保年！
911	春节放鞭炮	【行走春节大假 见证经济冷暖度】作为最古老和最不能被忽略的节日，春节向来都是民众集中消费的时间段，消费市场全年最强。随着移动互联网的快速发展，春节也在逐渐改变：从发红包的方式、到拜年的手段、再到跨年夜不放鞭炮，都在润物无声地改变我们对春节的印象。http://t.cn/Rw01bTi
912	春节放鞭炮	春节快到了，放鞭炮吧保洁大爷大娘过不好年，不放鞭炮吧卖鞭炮的过不好年，怎么办呢？怎么办呢？买些鞭炮送给保洁大爷大娘让他们回家过年吧！哈哈
913	春节放鞭炮	我不知道国人放鞭炮的习俗缘由何来！逢年过节婚丧嫁娶升迁动土都要莫名其妙地放上一阵子！春节放鞭炮已俨然成为一种传统和惯例！它自然是一年中可以听到的最密集的时段了！好像只有鞭炮噼里啪啦的声响才足够表达人们的喜怒哀乐！也才足也烘托出节日欢乐心境或者某种特殊的气氛的需要！我觉得很怪！
914	春节放鞭炮	未来的某一天，我们的春节会不会这样度过（见下图）？？？ 然后不得不自我调侃一下：这个国家太狂躁，一到春节放鞭炮。放完鞭炮再出门，街上人人戴口罩……
915	春节放鞭炮	神十上天了，可我发现宇航员怎么都那么矫情，一共上去没几天，可是又是洗澡又是刷牙的。端午节还吃粽子 。这让科学家费了多大劲 ，这是端午节发射的，我看，要是春节发射的话 ，上去还TMD包饺子放鞭炮。国家应该派个懒逼上去 ，像我这样的 ，上去后一睡觉睡五天，不给国家添麻烦 |铁岭·刘记...
916	春节放鞭炮	怀念乡村春节。??? 冰 客。⑤“我”对城里乏味的春节与对乡村春节热闹的春节不同态度的对比；。①对城里人春节放鞭炮的描写，表现了对城里人春节单一枯燥生活的厌倦；1分。 http://t.cn/R2w8fd8
917	春节放鞭炮	每年春节我们家都要买很多鞭炮和花，今年我们为了环保，跟壮壮同学商量，我们不放鞭炮了，他高兴的同意了，还告诉我，不放鞭炮没有雾霾，要环保……，所以我们今年就不放鞭炮了，为了北京的环保，做出我们的贡献！
918	春节放鞭炮	这是第一个不放鞭炮的春节。安静，及其安静，真的安静极了。路上没有行人，小报亭边上的路灯忽明忽暗，改是要坏了吧！小小的报亭和小小牛奶棚已经两天没营业了，少了平日里那束熟悉温暖的灯光，还少了脾气暴躁的婆姨的吵吵声，远处隐约传来的鞭炮声让我四下环顾，没有星光没有月亮的年初一夜晚别有滋味
919	春节放鞭炮	果断转发！“我要蓝天！我不放鞭炮！” 我承诺！今年春节不燃放烟花爆竹！并通过微信、短信、微博、QQ等渠道号召我的亲友圈都不燃放，并共同转发此信息！ 降低污染，减少雾霾。环保人人有责，环保从我做起！热爱地球，维护共同生存家园！ 我在这里:|兰州·兰州...
920	春节放鞭炮	春节期间大家一般会做些什么呢？不知道贴春联，粘年画这些传统的习俗还有没有保留呢，不过嘛~~过春节各有各的过法，比如，宇文选择了买一堆气球在家里... ...装饰么？不是吧，听说是因为现在还离春节有段时间禁放鞭炮的缘故，所以先在家踩踩气球，模拟模拟放鞭炮的感觉呗
921	春节放鞭炮	《春节时刻》PP带着儿子下楼去放鞭炮啦，我把厨房收拾停当，满屋的饭香！TNND，给我多少钱，也不换这幸福生活啊！
922	春节放鞭炮	春节放鞭炮，喜庆放礼花，这是中华民族传统的喜庆文化。而传统的材料和工艺制做的烟花爆竹对环境的污染和人身安全十分有害。市场迫切呼唤“绿色”而“安全”的烟花爆竹......
923	春节放鞭炮	环保组织倡议春节不放或少放烟花爆竹避免污染 放鞭炮、烟花曾经是儿时最快乐的一件事。 如今打着环保的旗号不让放，甚至要罚款、行政拘留。 安安静静还是春节吗？ 儿时不停放烟花也没有听说环境破坏了。 如今为了工业革命，我却需要抛弃传统。。。。
924	春节放鞭炮	网络班会真新颖.完美收官！ 这个春节收获大，传统文化学不少。 贴春联，写福字，拿着剪刀剪窗花。 吃饺子，放鞭炮，懂得环保没尽兴。 逛庙会，赶大集，喜气洋洋过大年。 拜起年来真喜气，红包到手乐开怀。 班主任李老师这文笔杠杠的 |北京
925	春节放鞭炮	温州一个烟花销售点中标管理费高达24万元（只有8天时间），可预期春节烟花销售之火爆，烟花利润之高。相关领导天天说空气污染严重，为何还鼓励城区投标销售点呢？放鞭炮做为春节的节日传统，城乡仍可进行的，空气质量和节日氛围二不误。城区的节日氛围，要与时俱进了！这个是民俗学者发挥的空间了！
926	春节放鞭炮	春节要不要放鞭炮？不放，不喜庆，没了传统的节日气氛；放吧，空气的那个什么值一路飙高，特别是深更半夜扰人清静。到底该怎么办尼。。。。
927	春节放鞭炮	春节这一个中国传统文化，是一种情结，说到最有气氛的地方，便是农村了，没有电脑，没有超市，没有会馆，没有韩剧，只有各种习俗，邻里一起聊天，儿孙满堂，一起放鞭炮，一起烤番薯。农村的孩子总是一身活力... |2016年2月2...
928	春节放鞭炮	禁止春节放鞭炮是好主意！应全国推广，全力支持！ ——看到黄海岸边一棵树的博文《[转载]禁止春节放鞭炮是馊主意，你摊上事儿了！》有感而发的评论。http://t.cn/zYoVva4
929	春节放鞭炮	鞭炮声从昨晚到现在不绝于耳，若在平时，肯定被吵得心慌，可是，现在是春节，倒觉得这是题中应有之义。现在外面雾霾浓翳，可是，对于春节不放鞭炮的倡议，我的态度也不过在有谓无谓之间。
930	春节放鞭炮	春节将至，热闹的气氛总是少不了那些传统习俗，其中也包括最让人喜欢又担心，放鞭炮！放鞭炮伤人的事件年年都有发生，其中就包括很多孩子。目前虽还没有到春节，但因放鞭炮孩子出事的问题的已经开始出现。看到这些，贺兰消防提醒家长朋友，要让孩子在放鞭炮的同时，保证孩子们人身安全的前提下去做。↓
931	春节放鞭炮	今儿就可以放鞭炮啦！据了解，今年春节期间，沈阳限放区内，烟花爆竹销售、燃放期为2011年1月23日至2月17日（农历十二月二十至正月十五），共计26天。从批发渠道看，今年烟花爆竹的价格与去年持平。
