ID	TARGET	TEXT	STANCE
717	春节放鞭炮	【武汉八成受访市民支持禁鞭倡议】春节将至，年味渐浓，武·汉市各界倡议在春节期间不放鞭炮，避免加重早已持续多日的雾霾天气，八成受访市民表示，愿意“自觉禁鞭”。	AGAINST
718	春节放鞭炮	【过春节转财运--放鞭炮地点】放鞭炮是春节喜庆的一个传统习惯。从《易经》风水的角度来说今年癸巳年有利的放鞭炮的地点是正南方、东北方，西北方，还有正西方。这四个方向叫旺方，旺的地方能催动财气，官位、事业、及儿童的学业等.	FAVOR
719	春节放鞭炮	[关于春节放鞭炮污染环境的采访] 记者：大娘，您对春节放鞭炮是怎么看的呀？大娘：哎呀姑娘呀，我在楼上爬窗户看的呀，可好看啦。记者：•••••• @寶_娜 @清风明月醉花阴 @笑多了会怀孕	FAVOR
720	春节放鞭炮	公知又开口了 春节放鞭炮是巫术 ? 铁血网 @铁血网曹林此人妖孽！人是不会怕放鞭炮的！ http://t.cn/RZm9BIr	FAVOR
721	春节放鞭炮	再过不到两周就是中国的传统春节了，如何向国外学生介绍中国的过年文化？虽然在国外没有国内过节时的浓厚氛围，但老师可以联络学生家长，设计一些有趣生动的活动，让生活在海外的孩子们尽可能多地感受到我们中国人过春节的热闹和喜庆。比如，贴春联、吃年夜饭、放鞭炮、给国内亲友写信、穿新衣……	FAVOR
722	春节放鞭炮	#微呼吁#【不放鞭炮 环保过年】最近全国各地的天气都有不同程度的阴霾，春节将至，烟花爆竹的燃放季也将开始。虽然我区部分地区还可以燃放鞭炮，但小番还是要呼吁大家过年不要燃放烟花爆竹，以免增加空气污染。节庆气氛固然要热闹，但保护环境更需要你我的行动，爱护环境就是爱护自己。	AGAINST
723	春节放鞭炮	#春节少放炮# 工业排放污染没说不让生产,汽车排放尾气,没说关闭中石化,春节放鞭炮,尼嘛,说怕污染,老百姓过春节放鞭炮,也就图个热闹,喜庆。传统文化不能丢。一些伪专家特TM喜欢用PM在做文章。	FAVOR
724	春节放鞭炮	什么时候开始过春节变成放鞭炮节了？电视里的元宵晚会，我真的一个节目都没有完整听清楚！当传统节日仅仅剩下吃年饭放鞭炮搓麻将这些形式的时候，越来越失去其魅力了。	AGAINST
725	春节放鞭炮	Spring  Festivai{春节}真美好啊！有红包，还可以放鞭炮。	FAVOR
726	春节放鞭炮	发表了一篇转载博文《[转载]#春节回家九件事#之与父母一起放鞭炮》|[转载]#春...	FAVOR
727	春节放鞭炮	【今年过年，您放鞭炮了吗？】“爆竹声中一岁除，春风送暖入屠苏。”鞭炮声响起，空气的污浊味也随之浓烈起来。除夕夜，“南京环保”发布微博呼吁大家尽量少放或不放烟花爆竹，这个春节里，您放鞭炮了吗？我们究竟还要不要放鞭炮呢？您怎么看？也欢迎在评论中告诉我们您的想法。http://t.cn/zYIUZpT	NONE
728	春节放鞭炮	个人看法，放鞭炮本是春节重要的文化传统之一，有着重要的文化意义，环境保护指望鞭炮改善，多少年后的传统何去何从？现在本就受国外节日的冲击，这个做法是否也有点不利于本国文化的持续发展呢？	FAVOR
729	春节放鞭炮	#春节不放鞭炮#外面已经灰蒙蒙一片了，可鞭炮声还没停，这种污染环境、制造噪音、浪费钱的风俗真的值得传承吗？	AGAINST
730	春节放鞭炮	#春节不放鞭炮# 春节期间，中石化华北石油局党委号召各单位、广大干部员工不燃放烟花爆竹，用实际行动打造碧水蓝天，保护我们赖以生存的自然环境环境！	AGAINST
731	春节放鞭炮	#春节少放不放烟花爆竹#【哈尔滨市企业积极参与“春节不放鞭”活动】将军牛排7家门店今年过年不放鞭炮烟花。	AGAINST
732	春节放鞭炮	#春节放鞭炮#【中央气象台首次发布烟花爆竹燃放气象指数】明天就是除夕了，年味越发浓郁。今早，中央气象台发布了国家级烟花爆竹燃放气象指数预报。预计1月29日白天到夜间，河北中南部、河南南部、湖北中东部、湖南西北部、四川盆地中南部等地的部分地区气象条件不适宜燃放烟花爆竹，请尽量不要燃放。	AGAINST
733	春节放鞭炮	发送短信“中国年+我最喜欢的春节传统代码+姓名+1100465680”到95511确认参加。｛01放鞭炮02贴春联03贴年画04挂灯笼05发红包06包饺子07打年糕08除夕守岁09烧香祭祖10贴门神11压岁钱12迎送财神13包元宵14办庙会15剪窗花16捏泥人17猜灯谜18舞龙舞狮19吃灶糖20佩戴桃木符}	NONE
734	春节放鞭炮	#我是歌手# 除夕那天听到电视里出现了《天耀中华》的旋律，不禁想到了“华丽漂亮”的姚贝娜，回看了昨晚的《我是歌手》，听着谭维维@谭维维 演唱的《也许明天》我泪流满面可爱调皮、坚强乐观的好歌手姚贝娜@姚贝娜 姚贝儿，你在那边还好吗？春节放鞭炮了没啊？在那边好好唱歌，一定好好儿的	FAVOR
735	春节放鞭炮	#评论#【您的“割爱”正是公民的担当】在春节的脚步日益临近，我们刚刚送走又一场雾霾之时，烟花爆竹放还是不放？两种观点几乎打成平手。不放或者少放鞭炮，看似一件简单的小事，却需要公民意识的觉醒，需要每一位公民的担当，并将这种环保的责任和担当融入日常生活的点滴中。为了蓝天，请您“割爱”。	AGAINST
736	春节放鞭炮	#微倡议#【少放鞭炮，手留清新】福州市区明起可燃放烟花爆竹，街头上零售网点开忙。当传统年俗遇上清新福建，鞭炮要不要放、多放还是少放，引发热议。毋庸置疑，鞭炮少放，空气就好！厦门、福州刚刚上榜年度“五星美好城市”，重在呵护。请少放鞭炮，让猴年春节更清新，让生活更美好。（单志强）	AGAINST
737	春节放鞭炮	【小年到】今天农历腊月二十三，民间传统的祭灶日，也称“小年”。小年这天，有祭灶、扫尘、放鞭炮等习俗，小年之后，家家户户开始准备年货，过年的气氛越来越浓，准备迎接春节的到来，大家小年快乐！	FAVOR
738	春节放鞭炮	县环保局倡议：全县人民不放鞭炮，过绿色春节。	AGAINST
739	春节放鞭炮	#爆竹声中一岁除，春风送暖入马年。 千门万户曈曈日， 总把新桃换旧符#热闹的小区，满天地烟花，喜庆的味道，整个世界都在放鞭炮，庆贺新年的到来！大叔认为不放鞭炮？怎么能算过年！稀饭除夕夜零点放鞭炮，听鞭炮声，看烟花，虽然污染大，还是很稀饭满街热闹的气氛，感觉这才是春节独有的气氛！	FAVOR
740	春节放鞭炮	向 @哈尔滨环保 提问: #春节少放不放烟花爆竹#雾霾跟放鞭炮有什么必然联系吗？ http://t.cn/8kxmwTU	NONE
741	春节放鞭炮	不知道从什麽时候开始 春节放鞭炮被禁了 春联渐渐懒得贴了 祝福开始群发了 走亲访友用信息电话代替了 连红包都可以用微信抢了 我不知道过年本来的方式 但我知道不应该是这样子	FAVOR
742	春节放鞭炮	#少放鞭炮让环卫工回家# 春节不放鞭炮又能怎样 他们生活就好啦 涨工资不就行了 还有平时乱扔垃圾的  还有最后凭什么春节几天不能放鞭炮大家开心一下呢  你可以给环卫工人在春节每天发加班费啊 还有少拿放鞭炮污染环境说事 南京禁放了  我看还是雾霾	FAVOR
743	春节放鞭炮	#春节放鞭炮# 大妈大爷也，放鞭炮不带在楼道放啊！太吵了！	AGAINST
744	春节放鞭炮	【网上出现9.99元“鞭炮险”】在孩子的记忆里，过春节放鞭炮几乎是保留节目，但缺乏自我保护能力的孩子面临被鞭炮炸伤的风险也较高。近日，在淘宝保险就有保险公司推出了专门针对少年儿童烟花爆竹意外的“鞭炮险”。该产品仅限父母为子女投保。	NONE
745	春节放鞭炮	【济南市环保局倡议春节不放鞭炮 引导环保过大年】 http://t.cn/Rw51AhQ @百度新闻	AGAINST
746	春节放鞭炮	#春节回家九件事#1.跟奶奶说说话2贴春联3挂灯笼4放鞭炮5走亲戚6同学聚会7跟妈妈唠唠嗑	FAVOR
747	春节放鞭炮	北京 文艺 频道 演容嬷嬷的老太太 李明启老师 真给咱回民拔份儿！ 说道北京人过春节要守夜、放鞭炮、吃饺子。 李老师立刻说：那得看什么民族，我们回族，就不守夜、不放鞭炮、不吃饺子，我们回族，没有这些讲究。给力！给那些失去信仰的人以警醒！	AGAINST
748	春节放鞭炮	#春节不放鞭炮#刚回家路上一点半，环卫工人已经开始扫地了，大家尽情的放鞭炮，有没想过会给他人带来麻烦呢？不放鞭炮，爱护环境，更为他人着想	AGAINST
749	春节放鞭炮	发表了博文 《元宵节放烟花玩摔炮》 - 虽然朵妈一直倡导低碳环保，也很反对放鞭炮、烟花。但是冷烟花我还是觉得可以适当的放点，毕竟对于传统的春节这个是调节气氛的一个手段。但是要有个度，也要有个方式，比 http://t.cn/zYYofCz	FAVOR
750	春节放鞭炮	发表了博文 《“过年啦”新年主题活动！！》 - “过年啦” 活动内容： 红红火火中国年，开开心心大团圆。 穿新衣，戴新帽，舞龙舞狮放鞭炮！  春节是我们中华民族最隆重的传统佳节！老约翰绘本馆海 http://t.cn/zjENDV3	FAVOR
751	春节放鞭炮	#交广早班车话题讨论# 春节是中国传统的节日，每逢春节，人们都开始以自己的方式庆祝春节。放鞭炮，看春晚，吃年夜饭，以往人们大都以此种方式欢度春节。时代变迁，人们的观念也随之发生了变化，旅游、聚会、打麻将。。。这个春节你是怎么过的呢？@贵阳交通广播胡茜 @贵阳交通广播	NONE
752	春节放鞭炮	“新年到，新年到，姑娘要花，小子要炮。”唱着喜气洋洋的歌谣，又一个新年热热闹闹地向我们走来。贴春联、放鞭炮、办年货，每个春节民俗都有着独特的传统年味儿。而这个春节，不妨关注@襄阳山水檀溪 对对春联，猜猜灯谜，感受浓浓的年味！还有机会获得5千元大奖！详情请扫描二维码。@赵传先	FAVOR
753	春节放鞭炮	#喜气洋洋过大年##春节风俗知多少#春节是我国的传统节日，每年的春节大家阖家团聚，放鞭炮，包饺子等等。而且每个地方的风俗又不尽相同，你们那有什么样的风俗呢？欢迎留言[em]e100021[/em]	FAVOR
754	春节放鞭炮	又是一年新春到，除夕之夜少放炮！为了纯净的天空，为了向PM2.5宣战！倡议从自我做起，春节不放鞭炮，或者少放鞭炮@刘杰669 @漯河微公益 @平安中原 @沙澧卫士 @清风漯河 @纪许光 @车管小囡--禹州 @河南高速公安 @郑州海之韵瑜伽@平安漯河 我在:|沙北路	AGAINST
755	春节放鞭炮	#晒出我身边的年味# 春节放鞭炮是一项不可缺少的项目，大大小小的鞭炮代表着喜庆，但是在放鞭炮的时候一定要注意安全哦，过一个平安祥和的新年。	FAVOR
756	春节放鞭炮	#春节放鞭炮#【主城区烟花临时销售点比往年少两成】昨天是重庆2014年烟花爆竹正式销售的第一天。据市政府燃放办介绍，今年主城区共有烟花爆竹临时销售点970个，比往年同期减少约19.5%。其中，大多数的临时销售网点进了货还没开门，不少摊主却都不约而同地对今年的烟花销售情况作了预估：不好做。	FAVOR
757	春节放鞭炮	#新年快乐#基本上一到节日就会有人放鞭炮，平安夜有人放，圣诞节有人放，元旦有人放，情人节也有人放，更别说春节、清明、重阳、元宵这类传统的节日了。开业放，乔迁放，结婚放，死了送葬也放，总而言之，一切以制作噪音打扰他人来过节，来宣告某些东西。 |新年快乐	AGAINST
758	春节放鞭炮	#春节即到，又是一年了，为欢度春节，人们又要放鞭炮了，这项活动除了噪音之外，更重要的是空气污染，但愿大家都能够尽量减少放炮，或者不放鞭炮，过一个绿色欢乐的春节。	AGAINST
759	春节放鞭炮	发表了博文 《春节传统文化：过年放鞭炮的疑问（图）》 - 春节传统文化：过年放鞭炮的疑问（图）放鞭炮，是中国人类始祖伏羲女娲提倡的，是中国传统文化重要内容。 ----- 诸葛长青  中国文化，博大精 http://t.cn/zYiAci5	FAVOR
760	春节放鞭炮	#春节少放鞭炮##春节不放鞭炮# 拍这几张照片的时候，耳边还在此起彼伏的响起鞭炮声，院里的保洁人员大年初一的清晨就开始清扫鞭炮垃圾，空气弥漫着难闻的气味。有时候真的不知道传统，到底是好还是不好。祝福大家吧。	AGAINST
761	春节放鞭炮	【转起说出你的态度：今年我不燃放鞭炮】PM2.5指数长春几日前都爆表了有木有！在春节期间，烟花爆竹该禁还是不该禁？60位长春市民参与讨论，有57人赞成限制或禁止。还想如图中一样过年也捂着鼻子吗？敢不敢转发说出你的态度：今年春节参与环保，从我开始不放鞭炮！转下去！让更多的人看到！	AGAINST
762	春节放鞭炮	厚德载'雾' 自强不'吸' . 雾霾再次来袭，PM2.5再次爆表！ 今年春节就不放鞭炮了，低炭、环保的过个年。	AGAINST
763	春节放鞭炮	【春节不放炮，拒绝空气污染从我做起】很多地市文明办、环保局、城管局等部门联合发出倡议书，呼吁市民今年春节少放或者不放鞭炮，以减少对环境和空气的污染，特别是呼吁干部职工带头不烧鞭炮。 倡议书提到，让文明、低碳、绿色、环保的生活方式深入人心，呼吁低碳环保过节，少放不放烟花爆竹。	AGAINST
764	春节放鞭炮	关于穿中国传统服饰的问题, 应该上升到一种战略的高度来看. 这样,可以在全世界范围内, 把华人的力量团结起来, 形成一种非凡的软实力, 间接地影响外国的政经各方面, 提高中国在世界局势上的发言权, 不战而屈人之兵. 这就像春节放鞭炮一样,将家族的势力团结起来,形成一股向心力. 治国齐家平天下可达矣.	FAVOR
765	春节放鞭炮	发表了博文《春节长假肌肤护理》春节是一个很好的一天，家人和朋友聚集，看春节联欢晚会，一个大的晚餐，放鞭炮…每年都会做“项目”，但熬夜，吃油腻的食物，疲劳，娱乐，旅游已成为常态，但为什么这是美丽的皮肤的|春节长假肌...	NONE
766	春节放鞭炮	今年哈尔滨雾霾很严重，我作为一名少先队员积极号召大家少放鞭炮，从自我做起，建议父母不放鞭炮。“春节不放鞭，赶走雾霾天”。	AGAINST
767	春节放鞭炮	#LA春节特辑#1月30晚上10点至午夜12点，洛杉矶唐人街Thien Hau Temple将举行春节传统庆祝活动——午夜庙会，烧香、供奉神明、舞狮、放鞭炮等传统项目在这里一个不落~！相信来这里将会让你度过一个难忘的除夕夜！@途秀	FAVOR
768	春节放鞭炮	【春节减少或不放鞭炮的反思】春节放鞭炮，不仅是民俗，更是与父母、兄长、朋友在鞭炮声中哈哈大笑的美好童年回忆。而如今全国大范围的雾霾天气，严峻的垃圾处理问题，使得人们对鞭炮产生的污染都神经紧张起来。是否能放鞭炮的问题根源，也许在于地球环境已脆弱不堪，而我们还只把环保当做说说而已。	AGAINST
769	春节放鞭炮	【春节怎么过有年味？】都说现在过年没了年味儿，除了放放鞭炮，贴贴春联，能够体会到传统节庆文化的活动好像不是很多。不知道微博上的朋友在自己家乡都是怎么过春节的？有没有什么特别让人觉得有年味儿的活动呢？	FAVOR
770	春节放鞭炮	今天收到了《嘉陵江》的稿费，这是内部文学刊物中比较高的，一个短篇小说也能够得到450元，春节放鞭炮肯定够了，我估计春节前不太会收到稿费了，其他刊物寄来的怕都要等到春节以后了。	FAVOR
771	春节放鞭炮	#少放鞭炮让环卫工回家# 鞭炮是我国的传统,不要因此而一点点抹掉大家的年味。少放鞭炮,那卖鞭炮做鞭炮的呢？他们大春节的在外面做生意也不容易。不放炮,小孩子年三十干什么？LOL？打麻将？ 每天宣传这些有什么用,给她们涨工资，纳入编制,让他们也可以买起房。也不枉费他们的付出… |南新街	FAVOR
772	春节放鞭炮	今年春节不放鞭炮了。。贴春联、粘窗花、挂上一树红灯笼，喜气洋洋过年了！ |北京·姜庄...	AGAINST
773	春节放鞭炮	【2013年2月17日牡丹江晨报】#2013年2月17日牡丹江晨报#今日导读：1、雪城要闻：我市今年春节放鞭炮的少了；2、雪城天气：明日“雨水”，乍暖还寒；3、雪城综合：这个大年，我市胃肠道病患者明显增加；4... --发布到微刊《雪城那点事儿》http://t.cn/zYXDHSj	NONE
774	春节放鞭炮	2016年春节上海外环以内严禁燃放烟花鞭炮～～孩子10岁了，我不可能剥夺一个孩子对烟火对鞭炮对夜晚中闪亮的烟花热爱！我也不能想象一个不放鞭炮不识“夜明珠”不喜欢“荧光棒”的小女生将来会有什么“春节记忆”？ 出了“魔都”只为燃放无尽美丽的烟火…… |丹阳·埤城...	FAVOR
775	春节放鞭炮	响应环保号召～今年过节不放鞭炮～来卖个萌欢度春节吧！版面关系，不一一艾特了～祝大家新年快乐，金蛇狂舞啊～发财了记得关照我	AGAINST
776	春节放鞭炮	想起一个曾经很热的问题:你为了自己的宠物做过什么。当时没想起，直到刚刚在院子里放鞭炮，想起来，每到春节放鞭炮的时候，我都会把拴在角落里的狗，仅仅捂住它的耳朵。今年当然也是这样的啦。	NONE
777	春节放鞭炮	十几年春节没有放鞭炮了，今年春节放！灭了这么多贪官为什么不放，咱老百姓开心，去去霉气，迎春。	FAVOR
778	春节放鞭炮	#春节少放鞭炮#生命比任信重要，严重支持今年不放烟花炮竹。	AGAINST
779	春节放鞭炮	#我的过年观#喜欢过年时街道上的清净，讨厌鞭炮声，还能忍受配钥匙、修车等小型服务业的暂时消失，疑惑于偌大的中华传统文明，春节的风俗除了又危险又吵闹又污染的放鞭炮就什么都没有了？	AGAINST
780	春节放鞭炮	亲们：今年春节不放或少放鞭炮，让我们用欢声笑语代替鞭炮声，让污染少一点，天空蓝一点，远离雾霾，共创清新、优美生活环境！	AGAINST
781	春节放鞭炮	#春节回家九件事#1.跟奶奶说说话2贴春联3挂灯笼4放鞭炮5走亲戚6同学聚会7跟妈妈唠唠嗑8陪爸爸喝点儿酒9上坟祭祖@中国文明网@山东文明网	FAVOR
782	春节放鞭炮	#环保过年# 【不放鞭炮 让春节多些安全多些环保】远离鞭炮，多一些时间陪伴家人，远离鞭炮，多一些时间去做更有意义的事。陪父母聊天，来一趟美妙的旅行，借假期给自己充电，少了鞭炮，春节并不会显得乏味，更不会少了精彩。相反，多了安全，多了环保。http://t.cn/RwVMYqH	AGAINST
783	春节放鞭炮	【明天就是小年，可以开始狂欢啦】明天是腊月23，是北方传统的小年。小年来了，除夕也就不远了。年夜饭、压岁钱、看春晚、放鞭炮……还记得小时候怎么过春节吗？爸爸妈妈儿时的春节又是什么样子的？小编带你回顾这半个世纪以来，每个年代的年味儿都不同哦。By新华网	FAVOR
784	春节放鞭炮	#新浪博客让红包飞# 分享自艾君AIJUN 《艾君：春节放鞭炮是否已成陋习，摒弃还是守护？》 -  民间习俗的形成脱离不开一定时期人们的劳动生活需求和社会发展质量的要求，所以，一种民间习俗形成和发展是也是具有一定时代性的... (来自 @头条博客) - |艾君：春节...	AGAINST
785	春节放鞭炮	#扬清厉俗过新年# 【这个春节：少放一挂鞭，喜庆不会减】随着春节的临近，放不放鞭炮成了不少市民纠结的问题。蓝天白云、繁星闪烁，是每一位市民的衷心期盼。让我们从自身做起，春节期间少放或不放烟花爆竹，为我们共同生存的环境，尽一份责任，过一个欢乐祥和的环保年！@余姚发布	AGAINST
786	春节放鞭炮	【这个年，鞭炮放还是不放】春节放鞭炮，是传统习俗，有开门鞭、迎新鞭、团圆鞭等集中放鞭的节点。但鞭炮会加剧雾霾强度，是不争事实。武汉晚报倡导“今年过年不放鞭”，并为身体力行的单位特设“开门大吉榜”，既图了吉利，又减少了污染，还节约了开支。如何既热闹又环保，来贡献你的智慧吧。人民日报	AGAINST
787	春节放鞭炮	#平安威清#春节放鞭炮是中国民间的传统习俗，很多家庭都会放鞭炮庆祝，也有很多父母会给小孩子买鞭炮当玩具，但是很多家庭都忽略了对小孩子的爱心教育，导致有的小孩把鞭炮当做恶作剧的工具，对小动物，甚至是对人造成了不小的灾祸!请作为家长的人们一定要引起重视!008070 |中山西路	NONE
788	春节放鞭炮	在新闻上看到一条消息，说春节放鞭炮加剧空气污染，呼吁大家不放或少放；最后还给了个好建议: 说环保达人在自个院子里放满了气球，通过踩气球过年! 这个我想说，这个脑残的记者，不懂你就闭嘴；那个二逼踩气球的人，请你不要侮辱环保二字!	AGAINST
789	春节放鞭炮	【放鞭炮招谁了】微信微博上最近飘着很多不放鞭炮的宣传内容。串子是这样看的，放炮是民俗，在保证安全的情况下放放鞭炮也是一种民俗的延续。说放炮有污染，我就想问问，北京的雾霾和春节放鞭炮有多大关系？造成雾霾的罪魁祸首，你们怎么不去制止一下呢？串子只能说别拿老百姓这点乐“别扯淡了”！	FAVOR
790	春节放鞭炮	#瑞雪丰年，书香暖心，文明浸润#转眼寒假就过完了，谈谈春节，随着时间的推移，现在过年的年味是越来越淡薄，以前过年家家户户开始吃年饭放鞭炮烟火，而现在因为社会的进步，空气的污染鞭炮烟火也禁止了。过年没有以前热闹了。最后我只想说社会在发展，人们在进步，但祖国还是应该保留我们的传统美德。	FAVOR
791	春节放鞭炮	#午间分享#【年味儿“蛇”足 我爱春节也爱民俗】一个新年热热闹闹地正向我们走来，贴春联、放鞭炮、办年货，逛庙会，每个春节民俗都有着独特的传统年味儿，我是民俗控，我爱春节也爱民俗！跟着乐居姐一起体味中国年俗里那些说不完的故事，道不尽的风情 http://t.cn/zYqPA5h	FAVOR
792	春节放鞭炮	一个卫视栏目（崔永元和一个戴眼镜的脱口秀）中国人在美国过春节放鞭炮，美国人说放鞭炮违法。有人疑问，为什么在美国枪是合法的，放鞭炮是违法的？	FAVOR
793	春节放鞭炮	2.13《上班路上》，春节期间放鞭炮是我们的传统习俗，但是最近有人表示放鞭炮既污染环境，又不安全，应该禁止燃放。对于这个观点，您怎么看？	NONE
794	春节放鞭炮	#我眼看霾#今年除夕日照人放鞭炮的应该大幅减少，听朋友说，日照新力集团的老总说，对于霾，我们为治霾做点贡献吧，今年春节就不放鞭炮了！听到这，真不得由衷赞一个！天津路南侧海滨五路西侧小滩村干部宿舍楼旁一晚鞭炮齐鸣，礼花不断，真想问问，鞭炮哪来的？你不想呼吸，别人还不呼吸了？	AGAINST
795	春节放鞭炮	【老照片里的年味】春节起源于虞舜时期，此后几千年，每逢岁末，中国人就以祭灶、除尘、贴门神、贴春联、守岁、放鞭炮等形式辞旧迎新。如今，人们生活富裕了，许多传统民俗却逐渐逝去，记忆中过年的快乐时光不再，常常慨叹年味越来越淡了。这里我们通过老照片来感受下历史中的年味儿。	FAVOR
796	春节放鞭炮	【图说生活】有些媒体提倡不放鞭炮，看看吧，中国春节不放鞭炮行吗？看看人家九江日报，鞭炮声响起，上班开始了！送给那个媒体的造蛋小编们！你们好可怜！#庐山吴健# |九江·九江...	FAVOR
797	春节放鞭炮	今年不放鞭炮了，过一个环保、文明、安全的春节。说实话吧，是我买不起 我在:|东缉虎营	AGAINST
798	春节放鞭炮	#过年不放鞭# 春节放鞭炮是传统习俗，有开门鞭、迎新鞭、团圆鞭等不同节点。但鞭炮会加剧雾霾强度，是不争事实。春节期间主城区禁放鞭炮。新浪河南三门峡倡导今年#过年不放鞭#，需要你的支持！从我做起，为城市蓝天贡献一份力量！@平安中原 @平安三门峡 @平安三门峡灵宝 希望市环保局开通政务微博	AGAINST
799	春节放鞭炮	【盘古智库新春祝福】感谢大家对盘古智库的关心、支持和建议！祝大家来年身体健康、一切平安！盘古智库春节期间提醒大家：少喝酒，饮食要均衡，荤素搭配好，劳逸结合休息好，燃放鞭炮注意安全，特别是小朋友要看好！当然，为了我们清新的空气，建议大家尽量不放鞭炮，文明过新年！	AGAINST
800	春节放鞭炮	#蛇舞青春过大年#【呼吁：少放鞭炮保护环境】春节将至，不少市民已开始准备鞭炮了。环保部门指出，燃放烟花爆竹使主要大气污染物浓度短时增幅明显，PM2.5与二氧化硫浓度急剧升高，市区大气污染加重。@石家庄共青团 呼吁广大市民过一个“绿色年”，春节期间尽量不放或少放鞭炮。	AGAINST
801	春节放鞭炮	#春节少放鞭炮# 那就干脆别卖！作为节日传统，一年不过就一次！是否西班牙的斗牛节，桔子节还有其它节日，涂炭生灵、浪费水果是否也得停？与一年365天满大街空跑的私家车、遮天蔽日的钢铁厂、污水横流的化工厂、造纸厂相比，我们应该指责传统嘛！	FAVOR
802	春节放鞭炮	今年春节不放鞭炮了！不是为了省钱，而是为了环保。环保关系到我们每一个人！	AGAINST
803	春节放鞭炮	#警方提示#贴春联、放鞭炮是农历春节的传统项目。随着春节的日益临近，年味渐浓，各大商场已经进入购物高峰，不少群众都提早准备过年的物品。在此，蜀黍提醒，春节将至，燃放烟花爆竹危害大，一定要注意消防安全，避免火灾及其它安全事故的发生，消防官兵提倡安全文明过春节，远离烟花爆竹。	AGAINST
804	春节放鞭炮	#丙申春节话家风# 除夕夜的老传统三：“放鞭炮”】传说“年”这种怪兽怕火怕光怕响，因此人们燃放鞭炮驱赶之，直至现在，震天的鞭炮将过年气氛推至高潮。	FAVOR
805	春节放鞭炮	恭喜！在活动“【不放鞭炮不烧纸 移风易俗过春节】”中抽中奖品[绿色大米1份]，请在7天内使用电脑登陆进入链接 完善相关收货信息以便正常收取奖品噢~了解活动详情请点击 http://t.cn/RZFuFU1，@哈尔滨环保 ，祝新春愉快，羊年大吉！	NONE
806	春节放鞭炮	传统节日：春节放鞭炮污染环境，不该；元宵节吃元宵不好消化，慎吃；中秋节月饼不腐烂，不吃为好……洋节：情人节买玫瑰是浪漫，必须的；愚人节开些玩笑是娱乐，难得的；父母亲节感谢父母是孝顺，一定的；圣诞节管他谁的生日是狂欢，没错的……对自己的批评没错，对外来的喜爱也合理。这中间错了什么？	FAVOR
807	春节放鞭炮	【雾霾当前 春节#今年不放炮#】春节放鞭炮一直是人们的过年情结， 最近建议禁放烟花爆竹的呼声很高。而每消耗1吨爆竹，会产生300公斤以上灰霾。放鞭炮存在安全隐患，而雾霾危害更大。去年元宵夜郑州PM2.5暴增3倍，飙升至678μg/m³！从自己做起拒绝烟花爆竹，还大家一片蓝天。同意的转！	AGAINST
808	春节放鞭炮	#生活贴士#【烟花爆竹安全燃放指南】不同种类的烟花爆竹有不同安全燃放常识。①爆竹类：安全引线应为绿色、无霉变、无损坏；②喷花类：应稳定直立于硬地之上；③线香类：点燃顶部纸条，方向朝下倾斜；④最关键，雾霾天，所有烟花炮竹都不宜燃放！过春节，我要蓝天，不放鞭炮！	AGAINST
809	春节放鞭炮	发表了博文《【白峰·闲言碎语】第70篇·放鞭炮》第70篇·放鞭炮少放些鞭炮多此人性关怀作者：白峰春节放鞭炮，是童年的乐趣，也是儿时的记忆。小时候，春节来临之时，我们总会把鞭炮弄的多多的，小朋友们一起玩|【白峰·闲...	FAVOR
810	春节放鞭炮	#春节放鞭炮# 这货...天生演技派，过完年了，鞭炮你玩明白了吗？|微视	NONE
811	春节放鞭炮	南京：空气指数65，良。看着这难得的好空气，决定：今年春节不放鞭炮。同意的转起来！	AGAINST
812	春节放鞭炮	今年春节允许放鞭炮的时间长达20多天，看到这条消息很难过，也很气愤：难道还嫌这个城市污染不够严重吗？！为了我们共同生活的家园，为了我们能有一口稍微洁净的空气，请大家自觉不放鞭炮。爱护环境，从我做起！ 我在:|煤仓北路	AGAINST
813	春节放鞭炮	【围观|环卫工心愿卡：“如果政府能出台点好的政策就好了。”】作为“心愿卡”新闻当事人的周素琴并不清楚自己和老伴的照片已经被传到网上，并引发网友热议。有人被环卫工心愿打动点赞转发，还有不少网友晒出“卖鞭炮大爷”的照片进行抵制。关于春节放鞭炮，看看沪上市民怎么说：http://t.cn/RwZmYod	NONE
814	春节放鞭炮	大大地赞扬慈溪市精神文明建设委员会办公室，慈溪市环保局，慈航公益服务中心的实际行动：主办＂拒绝雾霾，慈溪万人签名承诺新春佳节不燃烟火爆竹＂这行动提倡得好，使百姓既省钱又安宁。真希望上海巿区过春节也＂不放鞭炮＂让我们过一个祥和，安全，愉快，健康的绿色环保＂淸新年＂。	AGAINST
815	春节放鞭炮	#日本捕杀怀孕雌鲸#任何时候都应保持对生命的敬畏，虽然捕鲸是日本的传统。传统绝不是残忍杀戮，无限掘取的借口。中国也有春节放鞭炮的传统，考虑到对空气污染，很多城市都禁了。	AGAINST
816	春节放鞭炮	#比伯世界巡演# 【“破五”迎财神】初五俗称“破五”，春节里的各种禁忌过了今天便可破除。传说今天是财神生日，以往人们黎明起，放鞭炮，焚香拜神。转发这只财神爷，今年会发发发发发	FAVOR
