ID	TARGET	TEXT	STANCE
164	春节放鞭炮	【春节祭祀莫“纵火”扰了祖宗】春节期间是上坟祭祖的传统时段，近期由祭祀引发的火灾事故频繁发生。清涧公安提醒大家祭祀放鞭炮、焚烧冥币时注意周围的环境，不要因祭祀引发火灾事故。@榆林公安	NONE
165	春节放鞭炮	[太原除夕至初三不宜放炮】这几日太原市内大气环境稳定，市区气象条件不利于大气污染物疏散，到初三下午将有西北风入境。今年过年放炮确实比往年少了许多，感谢大家加入#春节不放鞭炮#的队伍中，不过今年烟花爆竹销售点生意就不好做了	AGAINST
166	春节放鞭炮	春节传统项目，俗称＂烧亲香＂，放鞭炮插香，奠拜前一年逝去的亲人，同时以此聚会亲朋好友，肉酒招待。	NONE
167	春节放鞭炮	把pm2.5和春节放鞭炮凑一起真高人也！可惜每年就这么一个春节！再污染也就一阵子，就算有人受到伤害，起码听到过节传统驱邪的鞭炮声，人们的心情是愉悦的。不知春节污染过后，pm2.5会在高人的关心和洞察下会否好一些？或者说小民制造的“春节雾霾”影响会持续多长？小民怕的是雾霾的春节还让人过不过？	FAVOR
168	春节放鞭炮	在春节放鞭炮是我们中华民族的传统习俗之一。在年前家家户户都买好鞭炮，在大年夜放。大年夜晚上烟火在天空表演着它的精彩舞蹈，鞭炮“轰隆隆”的响起来了，庆祝新年的到来。 大年夜晚上我贴好春联，便兴致... |2016年2月1…	FAVOR
169	春节放鞭炮	很多人倡议春节不放鞭炮，怕引起雾霾！我坚决反对！老百姓辛苦勤劳一年了，去政府门口骂几句不敢，几百万辆公车说了没用，污染工程为了gdp大干快上！上千年的传统，过年放个鞭炮，宣泄下，图个乐呵！难道只许州官放火，不许百姓点灯，你竟然还要抵制，是何居心？	FAVOR
170	春节放鞭炮	所有的媒体都在宣传春节不放鞭炮，减少雾霾。不可否认，放鞭炮造成了一定的环境污染，但除了春节这几天，其他时间雾霾也是放鞭炮造成的？？某些部分是不是就把责任放给私家车？？	FAVOR
171	春节放鞭炮	#912微提醒#：拜年送烟酒、春节放鞭炮，如此习俗，早已被我们奉行了多年。然而，随着“送礼送健康”观念的渐入人心，越来越多的人正在意识到，我们送出去的每一支烟，点燃的每一串鞭，都是在制造无形的“健康杀手”。中国疾病预防控制中心等五部门共同发出倡议：不送烟、不敬烟、不劝烟，健康过大年。	AGAINST
172	春节放鞭炮	#你看到的燃放烟花爆竹背后的不文明现象有哪些？#今年春节期间，大家都有意识的少放或不放鞭炮，不过，还有一些燃放烟花爆竹背后的不文明现象出现。比如，燃放之后碎屑一地，没人收拾；还有的甚至在阳台上放鞭炮，非常危险。您看到哪些燃放烟花爆竹背后的不文明现象？您对此怎么看呢？	AGAINST
173	春节放鞭炮	#今年过年不放鞭#每到春节期间燃放鞭炮，除了会产生扰人的噪声和空气中弥漫着呛人的硝烟味儿，还给环卫工带来了超负荷的工作量。春节，当我们享受团圆，不少环卫工只能在路边过年。 为支持环保，为环卫工早些回家，呼吁大家过年少放或不放鞭炮！我不放，我承诺！支持请转！	AGAINST
174	春节放鞭炮	我不喜欢城市春节那些所谓的为了环保不放鞭炮的安静，我喜欢农村充斥着鞭炮声和鞭炮味的喜庆的年味。是，我虽是90后，但更向往美好的一切祝愿。	FAVOR
175	春节放鞭炮	在相隔七年之后，又回到老家过年，在外地定居了的家人也都相约回来过年了，看完春晚抢完红包，开始传统的春节过法，四点起床烧旺火放鞭炮，一直烧到天亮，开始抢吃包了硬币的饺子，在老家过年的机会越来越少了，珍惜中。 |运城市垣曲...	FAVOR
176	春节放鞭炮	#十堰新闻#【过年十堰鞭炮声明显弱了 鞭炮屑少两三成】过年放鞭炮是传统习俗。今年春节期间，很多市民明显感觉到燃放鞭炮的人少了。“少放一点鞭炮，就能为环境改善多作一点贡献。”一些市民如是说。http://t.cn/zYStiUq	AGAINST
177	春节放鞭炮	jp电视上在播中国春节放鞭炮，pm2.5急上升，为了您及家人的健康，营造一个好的生活环境，为了自己更是为了孩子们，也为了环卫工人，给他们减少一些负担，平时下雪，环卫工人天不亮就出门清雪，现在过年了，天天有放鞭炮的，环卫工人又要清理，请大家体谅他人，也为了自己的生活环境出一分力#新年快乐#	AGAINST
178	春节放鞭炮	在上海第一次过没有鞭炮的除夕，对上海禁止放鞭炮的规定从一开始的支持，变成现在有一些遗憾。一年一次的春节放鞭炮的传统，并不是长期雾霾的主凶，却可能因为这个主凶正在逐渐流失	FAVOR
179	春节放鞭炮	明天就年三十了。第一个不团圆不拜年不走亲访友不放鞭炮不开心没有年味儿的春节还是这么来了。四个月了，明天我会去看你。	FAVOR
180	春节放鞭炮	我只想说，在春节放鞭炮和烟花是种文化，和拖鞋进和室是一样的。春节没了鞭炮声就像穿了鞋站在和室一样莫名其妙不可思议。	FAVOR
181	春节放鞭炮	#陈光标申请改名"陈光盘"#2月3日晚,饱受争议的中国首善陈光标来到其所辖派出所户籍室递交改名申请,欲改名为"陈光盘",号召大家节约粮食,春节、婚礼等不放鞭炮。派出所民警表示将在15个工作日之内给他答复|陈光标申请... 2009年,陈光标曾把老婆和孩子的名字分别改成张绿色和陈环保C	AGAINST
182	春节放鞭炮	#今年春节不放鞭炮# 强烈呼吁：为了你我的呼吸，今年春节不放鞭炮！请所有环保人士及有识之士一起转发，形成强大的网络民意，为我们的家园少一些雾霾，多一些蓝天吧！感谢您的参与！	AGAINST
183	春节放鞭炮	我真的想骂这些媒体 你们是不是他妈的过年没什么报道的了闲的？非得揪着老百姓过年放鞭炮导致空气污染这事不放？春节放鞭炮这传统起码得比你们这些媒体记者时间长吧？以前你们咋不说不报道呢？那么多比鞭炮导致污染的原因多了去了 你们咋不报道呢？今年已经少了很多房鞭炮的了你们还没完没了 操	FAVOR
184	春节放鞭炮	#孟梓来了#【春节期间南京、盐城、张家港禁放限放烟花爆竹】 春节要有“年味”就得放鞭炮,但我们连续遇到了这么多的雾霾天,再放鞭炮..是保持传统风俗，还是不要再给环境“增负”？“年味”与“烟味”到底该如何抉择呢？今年过年,你放鞭炮吗?	AGAINST
185	春节放鞭炮	#天津鲜闻#【春节开展主题志愿活动 劝阻市民少放不放鞭炮】春节临近，昨日，市委宣传部、市文明办、市公安消防总队等单位在王顶堤街共同举办了以“我们的节日·春节”为主题的志愿服务进社区的活动，春节期间“红红火火迎佳节·平平安安过大年”的志愿服务主题活动也随之启动。http://t.cn/8Ft9xHa	AGAINST
186	春节放鞭炮	对于媒体不断说的燃放烟花是本月多雾霾天的主因的说法，我始终存疑。我们民族春节放鞭炮又不是放了这两年而已，都放了上千年了。而且现在大城市，比如北京，市中心很多地方都是禁止燃放的。二十年前，一到春节，哪里不是在放鞭炮？也似乎没有这么多雾霾天吧。所以，鞭炮可能是一个原因，但应该不是主因	FAVOR
187	春节放鞭炮	10年来第一次春节没放鞭炮！响应号召，不放鞭炮，减少污染，健康生活！	AGAINST
188	春节放鞭炮	总结我刚刚考过的普通话最后一题3分钟命题说话就是:春节是中国的传统节日 春节是中国的传统节日 春节是中国的传统节日无限循环外加吃年夜饭大家的脸上洋溢着幸福的笑容放鞭炮大家的脸上洋溢着幸福的笑容看春节晚会大家的脸上洋溢着幸福的笑容 还有无限的卡壳…考完自己都被自己逗笑了	FAVOR
189	春节放鞭炮	我发现在之前的那么多年里，只有三次春节不是和爸妈一起过的，我说我今天上班怎么这么痛苦明天在家打算保持老传统，贴春联，吃饺子，放鞭炮，看春晚？	FAVOR
190	春节放鞭炮	#速读徐州#【2月16日】18条农公线路年初一调整；今明两天部分方向车票吃紧；售票员捡3300元上交公司找到失主；的哥一声吼 追回3.5万现金；春节期间吃河虾要花大价钱了；市环保局倡议：春节请少放或不放鞭炮；我市昨集中销毁2000辆非法三轮车|【速读徐州...	AGAINST
191	春节放鞭炮	总有人跟放鞭炮过不去，春节不放鞭炮能管一年蓝天?这些人的思路就是什么东西觉得碍事就拆了，什么东西不好治理就禁了，天不好治理，有本事你去把它禁了，故宫碍事，有本事你去把它拆了啊。	FAVOR
192	春节放鞭炮	春节不放鞭炮那不成了周末了？！那样的话就没有春运了，也就不存在交通拥堵了，也就没有物价上涨了，也就没有空城了，也就没有满屏幕的秀值班，赚同情的了。行吧，那就取缔放鞭炮吧。谁叫你污染大气了呢。谁让你比化工厂和汽车尾气、工业粉尘还严重呢，是吧，砖家	FAVOR
193	春节放鞭炮	#2013大河网友年会#【倡导春节不放鞭炮 十人获“优秀博友”奖】今天下午，“大河网2013年度网友年会”在河南日报报业大厦举行。会上，大河网将对为大河网发展做出卓越贡献的网友进行表彰。Ruyi、刘元明等10名博友获得“优秀博友”奖。年会上，大河网发出了广大网友春节不放鞭炮，赶走雾霾天气的倡议。	AGAINST
194	春节放鞭炮	回归传统 让春节更有老味道。挂大红灯笼贴窗花放鞭炮，每一家的主妇都传承着独特的手艺。随着电视的普及，人们守岁时伴着鞭炮声看春晚，随着手机的普及，人们看春晚时忙着抢红包。多希望能回归传统，一家人聚在一起，就着饺子喝着小酒，说说一年的收获，说说来年的打算，陪孩子玩一玩儿时的老游戏。	FAVOR
195	春节放鞭炮	绿色过年倡议少放鞭炮保空气“绿色过年”达尔问自然求知社等环保组织、郑渊洁等关注环保的知名人士都倡议，今年春节不放或少放烟花爆竹，过一个绿色的春节。把省下的鞭炮钱捐出来，给所在城市的环保组织购买PM2.5监测仪。环境质量专家也称，大量燃放烟花对空气质量及人体健康危害较大，建议少放。	AGAINST
196	春节放鞭炮	春节后思考：传统春节中贺新年放鞭炮造成火灾、伤人、破财、垃圾、污染；压岁钱“红包”越封越大；走亲访友送礼越送越重；请客宴席越来越丰盛、铺张浪费越来越严重、为此付出的代价与中国传统春节越来越不和谐，实在令人深思。	AGAINST
197	春节放鞭炮	小时候春节放鞭炮、出去疯、抢着贴春联…简单的不再的小幸福～现在呢，真是没气氛[不要]。但仔细回忆一下我好像也没怎么享受过所谓春节儿童必玩节目啊哈哈有新衣服穿有吃的就开心的不会出去玩儿了所以说看看这几天爸妈给买的把我包围的好吃的真是，幸福的融化掉了果然#口腹之欲最容易让人幸福啦啦#	FAVOR
198	春节放鞭炮	#上饶身边事#【今年春节不放鞭炮 让他们也能吃上"年夜饭“】离春节越来越近了，当你们过年在家团员吃年夜饭的时候，想着放鞭炮来辞旧迎新时，可曾知道有这样一群人却还在寒冷的街道上打扫烟花爆竹绚烂后的残碎垃圾。他们也有家，也有亲人等他们回家一起开心的吃顿年夜饭。	AGAINST
199	春节放鞭炮	#段王爷#记忆中我爸就抽过这么一次香烟。那时我还小，我们住上海的弄堂里，过春节放鞭炮，我爸给我一毛钱，让我去弄堂口的烟纸店买包烟。有五分钱的劳动和八分钱的勇士。我毫不犹豫的买了劳动牌…那晚，我爸使命的抽那烟，三秒不抽烟就灭了，放了一小时鞭炮…大年初一，我爸脸肿得像跟我妈打了一宿架。	FAVOR
200	春节放鞭炮	#小可成长#：今年春节我们做到了不放烟花，（玩了几个电火石）不放鞭炮，今天，我们更走向商场和大家一起拒绝雾霾@抗霾行动组	AGAINST
201	iPhone SE	iPhone se 明明可以做到几乎完美的，为什么屏幕要偏色，这是这个年头应该犯的错误么	AGAINST
202	iPhone SE	#尾巴直播# 谁说 iPhone SE 没人抢，现场工作人员已经要求排队购买，目测排队人数已经超过 50 人 围观直播>>http://t.cn/RqwHDRD	FAVOR
203	iPhone SE	#iPhoneSE# 这是翻新5s清理库存吧#苹果发布会#	AGAINST
204	iPhone SE	@小米公司 的@雷军 SB了吧。不怎么起眼的4英寸iPhone SE预购阶段在中国拿到了340万台的订单，成功的从@华为手机、@小米手机、@OPPO拍照手机 和@vivo智能手机 等国产厂商手中抢走了大量的用户。@雷军 搞期货手机傻J8眼了吧，破产吧！！！	FAVOR
205	iPhone SE	有些人就像那种拿着2部iPhone5硬要夸一部被告知是iPhonese的好。很滑稽也很恶心。	AGAINST
206	iPhone SE	注意了注意 因苹果新出iphonese 有人为买该手机就去卖器官！ 注意注意！ 最近一定要少和陌生人交谈！ 造吗！ 就在刚才 我在路边尿尿 有个人就过来问我:你要脸不？ 我不敢买呀 所以请大家一定少和陌生人接触 不要让这种悲剧继续下去了！	NONE
207	iPhone SE	发表了博文《iPhoneSE4月1日到货，欢迎预定！买手机送一键转发啦！》北京时间3月22日凌晨1点（北太平洋时间3月21日上午10点），苹果在美国加利福尼亚州库比蒂诺的总部(Cupertino)正式|iPhone&nbs...	NONE
208	iPhone SE	#iPhoneSE# 有棱有角才叫iPhone! 6及以上设计真心没看点! 笨重不宜携带... 支持iPhonese	FAVOR
209	iPhone SE	#苹果发布会# 史上最短苹果发布会，这就是你放的大招？今晨，苹果召开春季发布会，本次大会有六大看点：发布了一个环保计划，一个健康应用，一部iPhone SE，一个9.7寸iPad Pro，还有TV OS，以及最新的iOS 9.3。错过直播的戳这里！http://t.cn/RGk0LVl	FAVOR
210	iPhone SE	【业绩看好：苹果iPhoneSE今年出货量有望达1000万部】据外电报道，加拿大皇家资本市场（RBC Capital Markets）在对苹果供应链进行调查后预计，苹果即将上市的4英寸iPhone5SE在今年的出货量将达到1000万部……详情点击：http://t.cn/RGREIHN	FAVOR
211	iPhone SE	lovely day	FAVOR
212	iPhone SE	这就是iPhonese的黄屏原理 只是护眼模式#iPhoneSE黄屏#	FAVOR
213	iPhone SE	#iPhoneSE#我只想说一句，手机就像女人的胸，你摸惯大的再摸回小的感觉不太对吧？	AGAINST
214	iPhone SE	iPhoneSE16G399美元，爱四寸的小伙伴们噪起来困死了，睡觉	FAVOR
215	iPhone SE	#iPhoneSE# 的示范照，看上去够赞！别的不知道我觉得iPhone6+在阳光下拍照发黄发焦简直是让人受不了！不过非阳光下还是灰常不错的！	FAVOR
216	iPhone SE	#国行iPhone SE黄屏门# 我狠讨厌你身上的苹果手机不是在我这里买的iPhone6splus 64g 3月7号激活 5500	AGAINST
217	iPhone SE	喜欢小屏幕，喜欢轻巧机身的，我推荐小米4c，综合体验比iPhoneSE要好很多！	AGAINST
218	iPhone SE	不用塑料就能赢? iPhoneSE实现逆袭仍很难：想当初苹果推出iPhone 5c的时候是信心满满，然而现实却给了他们沉重一击。http://t.cn/RGe3ogq	AGAINST
219	iPhone SE	iPhone 6s/6/SE/5s开机速度对比：没有悬念：所以 3288 元你就能买到一台开机速度和 iPhone 6s 一样快的 iPhone 了。http://t.cn/Rqx5NK3	FAVOR
220	iPhone SE	#今日贴纸打卡#你们猜这是iPhone哪一代？是“iPhoneSE”	NONE
221	iPhone SE	iPhoneSE和三星S7对于中国的年轻用户来说哪个更有魅力？ - 144 个回答, 481 人关注 http://t.cn/Rq2hRaE（想看更多？下载知乎...	NONE
222	iPhone SE	iPhone7苹果7什么时候上市?iPhoneSE配置好吗	NONE
223	iPhone SE	已拿到#iPhoneSE#，感谢设计师给我这个装x的机会@TimCook |烟台·大海...	FAVOR
224	iPhone SE	好像真的有点黄@iPhonese  |三河·燕郊...	AGAINST
225	iPhone SE	#iPhone SE#黄屏了？这样会不会可以解释一下	AGAINST
226	iPhone SE	对于两个月后我手机更换已经有了一个大概思路。很久以前考虑的是T1和我前段时间还没有落水的vivo3xl一起用，后来锤子T2除了以后并不是很满意。但是这几个周手机市场让我眼前一亮，决定好了，iphoneSE为主用，配上魅族的note3做辅助（备用机）。这个对于我现在的经济条件来说是最满意的	FAVOR
227	iPhone SE	iPhoneSE预订iPhone5s退役。苹果在本月21日发布的iPhoneSE被认为是iPhone5s的升级替代品。目前在苹果官网，iPhoneSE处于预订状态，而iPhone5s的页面已经被撤下。有消息称，为了准备iPhoneSE的产能，苹果已经停产了iPhone5s。	FAVOR
228	iPhone SE	#iPhoneSE订购#对于SE，没有想买的欲望。。。 |贵阳·农院	AGAINST
229	iPhone SE	#iPhone?SE黄屏# 难道都不知道9.3系统新出了Night Shift吗 一堆跟风说黄屏的可惜自己截图截不出效果 视觉上是暖色调	FAVOR
230	iPhone SE	iPhone SE手感初体验，Nice！ |香港特别行...	FAVOR
231	iPhone SE	#尾巴直播# 贾跃亭公开吐槽 iPhone SE，后苹果时代的七大硬伤，iPhone SE 默默躺枪了，尾巴们怎么看？ 图文直播链接>>http://t.cn/RqKez7l	AGAINST
232	iPhone SE	哎呀好不容易放了个比你们长的假期赶紧出来，先是没带钥匙找开锁公司再是走错路，但最后还是吃到满意的饭看了很血腥的电影，最后还见了iPhoneSE好用了人家的平板玩消消乐 |上海·浦东...	AGAINST
233	iPhone SE	#iPhone SE# 只发图 不说话	AGAINST
234	iPhone SE	#iPhoneSE# 开箱体验 Apple-40Yeas Happy birthday	FAVOR
235	iPhone SE	iPhone SE和iPad Pro吐槽后还是买买买！：两款新产品受到不同的待遇，iPhone SE 遭到很多人的吐槽，而 iPad Pro 却被广泛接受。http://t.cn/RqvoAqG	AGAINST
236	iPhone SE	我很失望多于iPhone SE的外观。#iPhoneSE#	AGAINST
237	iPhone SE	#iPhone SE#给中国电子产业带来机遇，#口袋主机#。为什么鸿海集团收购夏普 郭台铭：让夏普再活100年？那是因为他们看到了交通工具上都安上可以无线连接的屏幕的大商机，这市场的关联产品可想而之。@新浪财经 @集微网官网 @网易科技 @联想手机乐粉家 @魅族科技 @小米公司 @中兴通讯 @华为企业业务	NONE
238	iPhone SE	#iPhoneSE#下一代iPhone或将在命名方式上做一些调整，比如此前曝光的双摄像头版本的iPhone 7 Plus或将改叫iPhone Pro，而预计3月21日发布的5SE也将被命名为iPhone SE	NONE
239	iPhone SE	老公说给我买一个iPhoneSE，然后我百度了一下，我说和我们的有区别吗？尼玛～不是出iPhone 7的吗？	AGAINST
240	iPhone SE	#iPhoneSE# 方边不会成为历史好开心，一直觉得ip设计5s是巅峰，精致细腻严谨。略想买... 。	FAVOR
241	iPhone SE	科技融入了生活，丰富了生活，给我们的生活带来了方便，舒适。没有科技的发展，也就没有我们今天幸福的生活。前段时间iphone又出新产品了，叫什么iphoneSE来着。一经发布便引来了激烈的讨论，尤其是价格方面... |网络的发展...	FAVOR
242	iPhone SE	马上要来的iPhone se苹果5se，上市了，苹果4英寸新机iPhoneSE，美呆了!!!号：yinjie44	AGAINST
243	iPhone SE	#iPhoneSE订购#天猫Apple Store官方旗舰店将于3月24日开启iPhone SE订购。iPhone SE 是迄今最高性能的4英寸iPhone。天猫Apple Store官方旗舰店将提供iPhone SE的所有型号。详情请访问：http://t.cn/8FPbxM4	FAVOR
244	iPhone SE	#iPhoneSE黄屏# 我也中奖了～想知道中奖的人多吗？官网能出来给个说法不？	AGAINST
245	iPhone SE	Q1苹果手机可以说惨到了冰点！新推出的iPhone SE遭遇“蓝牙门”，销量不佳。而三星的Galaxy S7/S7 edge为三星贡献了大部分销量，2016年Q1相比2015年Q4有了5.7%的增长，达到8100万部。华为Mate8在销量500万的基础上，总体销量2700万部，随着Q2 P9及V8的发布，有后来居上之势！（数据来源：TrendFroce）	AGAINST
246	iPhone SE	【2000元差在哪？苹果iPhone SE与iPhone6s全面对比】笔者通过实际测试，一一对比iPhoneSE和iPhone6s的差别，看看iPhoneSE的性能是否媲美6s，又是否值得入手？……详情点击：http://t.cn/RqInycM	NONE
247	iPhone SE	iPhone6S好还是iPhoneSE好！！！求大神分析！！	NONE
248	iPhone SE	iPhoneSE已于昨天正式上市开始销售!而外媒Chipworks也在第一时间进行了iPhoneSE的首发拆解，然而拆解后却有一个惊人发现!废话不多说，直接看iPh... http://t.cn/Rq2bdWn	AGAINST
249	iPhone SE	iPhone SE的存在就是让大家觉得买iPhone 7才是王道！ @看荐	AGAINST
250	iPhone SE	iPhoneSE哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈 完全就是6S的硬件套进5S的外壳里 俄罗斯套娃战术	AGAINST
251	iPhone SE	iPhoneSE电池续航真不是盖的，重度使用一天无压力，但到20%时得开启低电量模式@mi霆fan	FAVOR
252	iPhone SE	【更加合理：4英寸苹果新机被曝名为iPhoneSE】我们都知道苹果将发布一款4英寸的iPhone新机，名为iPhone5se，该名称是考虑到该机是iPhone5s的增强版和特别版，现在又有最新消息称，苹果已经决定去掉该机名字中的“5”，将其仅称为iPhoneSE……详情点击：http://t.cn/RGpVYZ8	FAVOR
253	iPhone SE	#iPhoneSE#太具欺骗性简直孪生啊	AGAINST
254	iPhone SE	iPhone SE即将登陆印度 价格比中国贵很多：同样是新兴市场，也许这款苹果新手机在印度的市场表现不如中国。http://t.cn/Rq7H38V	AGAINST
255	iPhone SE	iPhoneSE和iPhone5哪个更好	NONE
256	iPhone SE	Lovely SE! #iphonese #music #ipod #ipodnano #ipodshuffle #ipodtouch #apple #applemusic #i @ 重慶市解放碑 http://t.cn/RqVpW0U	FAVOR
257	iPhone SE	iPhone SE又给Android厂商暴击 心里很苦吧：Android厂商是不是觉得心累，这些用户能不能有点志气，苹果一出新机就倒戈。http://t.cn/Rqwyiyz	AGAINST
258	iPhone SE	#iPhone?SE黄屏# 并没有出现所谓的黄屏现象，感觉很顺手很熟悉，新手机应该会陪我度过一段不短的时间。	FAVOR
259	iPhone SE	【华为P9什么时候发布？爆料大神锁定4月6日】3月份、4月份将有很多新机爆发，包括苹果小屏机iPhoneSE，华为P9。此前IT之家已经报道过华为P9不会在3月9日发布，而是4月中旬，现在爆料大神evleaks确认华为P9将在4月6日周三发布。……详情点击：http://t.cn/RGHgcAR	AGAINST
260	iPhone SE	豪气逼人 镶金镶钻奢侈版iPhoneSE真机现身：不过一部 64GB 版 iPhone 6s Plus 的价格，买买买！http://t.cn/RqbSycn	FAVOR
261	iPhone SE	【iOS 9.3发布半月连出3漏洞 苹果究竟怎么了？】苹果刚刚推出的iOS 9.3.1正式版又出现一个严重漏洞，用户在锁屏状态下可直接通过Siri查看联系人和照片，这是iOS 9.3发布后出现的第三个漏洞。此前，iPhone SE上市销量不佳受到广泛关注，现今iOS 9.3又漏洞频出，苹果究竟怎么了？http://t.cn/Rq4TZgy	AGAINST
262	iPhone SE	#苹果发布会# 昨晚熬夜看了发布会，今天早起又看了看具体的配置。iPhone se 真的好尴尬，性能虽然和6s差不多，但是你1G运存，还能不能还好的做一个小屏旗舰呢。我感觉买se的完全就是情怀，现在我依然认为，iPhone 5s的工业设计与手感最棒没有之一！再说说9.7的iPad pro，我自己是有一个Air2啦，可是感	AGAINST
263	iPhone SE	iPhone SE订单开始发货: 准备好迎接快递吧：不知道明天有多少朋友能够第一时间收到新设备，记得感谢一下快递小哥。http://t.cn/RqwxGO4	FAVOR
264	iPhone SE	iPhone se用了两天各种不舒服 手指点击困难 后摄像头有细细的灰 今天又换回了大6 我的钱包啊	AGAINST
265	iPhone SE	IPHONE SE 照片会有情景，这个季节最适合拍风吹树叶沙沙的声音。拍一个人的笑容从咧嘴到笑容消失都可以，真是神奇。希望那一刻时光停止的感觉你在SE可以实现，适合在风大的场景里合影留恋。	FAVOR
266	iPhone SE	#史上最便宜iPhone#2016苹果发布会，有人把国产安卓机拿到美国街头，说是刚发布的iPhone SE真机让路人试用！看完歪果仁的反应笑尿了，哈哈哈。。。。 |秒拍视频	FAVOR
267	iPhone SE	#IphoneSE#号称史上最强劲的4寸手机，IP5的外观，IP6的内在，回归了小尺寸的设计，那么问题来了：你是从几代手机开始，对苹果手机无感的？	FAVOR
268	iPhone SE	iPhoneSE 120万像素的前置摄像头是一个明显的硬伤。	AGAINST
269	iPhone SE	#iPhoneSE# 听说佳木斯现在就一台,我就显摆一下@云腾科技_微小秘 |佳木斯·桥...	NONE
270	iPhone SE	比较低调 所以又买了一台iPhoneSE@便便真好吃__ @陈震同学	FAVOR
271	iPhone SE	额，我觉得不会有人买iPhonese了。坐等诺基亚崛起！	AGAINST
272	iPhone SE	《iPhone SE这一点优于iPhone 6s和三星S7》 http://t.cn/RqAxGI4 @ZOL无线产品	FAVOR
273	iPhone SE	A BIG STEP FOR SMALL iPad Pro ? iPhone SE無可否認iPhone與iPad的出現改變了絕大部份人的生活模式，令工作、娛樂、資訊能夠結集於一個細小的智能裝置內，方便至極。打從iPhone與iPad的誕生開始，這些年來先後被放大或縮小，而今季兩者就回到了大家熟悉的尺寸，同時還以更強的性能和添加大受歡迎的	FAVOR
274	iPhone SE	#旁观中国#【操心中国浏览器安全·担心新iPhone卖不好 | 旁观日记3.30】①报告称三款中国网络浏览器存在数据安全风险 ②iPhone SE可能在中国遇冷 ③中澳经贸有麻烦了吗？ http://t.cn/RqwbLcW	AGAINST
275	iPhone SE	iPhone SE的“SE”是什么意思呢？Second Edition？Super Encrypted还是 Smaller Experience？苹果营销主管Phil Schiller刚刚证实，“SE”代表Special Edition“特别版”。	NONE
276	iPhone SE	今天去实体店看感觉还好啊 黄屏什么的也还好吧	FAVOR
277	iPhone SE	4英寸iPhone SE外形与5s相差无几，性能翻倍，3288元起，iOS 9.3如期而至加入夜间护眼模式，备忘录指纹加密……就靠这个想圈住我？在大屏盛行的当下，4寸屏还有人用么？	AGAINST
278	iPhone SE	#iPhoneSE# 看看我黄吗2333333	AGAINST
279	iPhone SE	64GB版iPhone SE印度售价确认:竟然比6s贵：即便 iPhone SE 史上最便宜，但到了印度就不灵了，价格甚至比当地的 iPhone 6s 还高。http://t.cn/Rq4zgaD	AGAINST
280	iPhone SE	#iPhone?SE 黄屏# 没有的事，至少我这台，好用	FAVOR
281	iPhone SE	我只想看没有白带的iPhoneSE（或叫6c) #苹果发布会#	AGAINST
282	iPhone SE	【谁说4寸屏就爽不起来 iPhoneSE上好体验的手游】A9处理器代表着什么？代表着能够流畅的带起更多高画质手游，可以让玩家在手机上爽得飞起，下面小编就推荐一些能够让你用4寸屏加A9处理器玩起来依旧很爽的手游。你说你买iPhone不是为了玩游戏？你疯了吧！http://t.cn/RGsxojk	FAVOR
283	iPhone SE	@财新视频【分析人士：iPhone SE售价高于竞品但仍有市场】苹果推出399美元的iPhone SE虽已是史上最低价，但相比小米、华为还是高出一半。不过他仍看好苹果在中国的市场前景，并表示iPhone升级计划的普及将加快用户更换手机的速度，从而保持相对稳定的销量 http://t.cn/RGkjpm1	FAVOR
284	iPhone SE	#果粉福利 抢拍iphoneSE 三色可选 货到即发#如此低投入高回报的大转盘活动怎可少了我！这不科学！拼人品的时候到了！转盘转起来，大奖快到碗里来！我参加了活动“果粉福利 抢拍iphoneSE 三色可选 货到即发”，你也来试试手气 http://t.cn/Rqvascb	FAVOR
285	iPhone SE	期待今晚iPhone的新品发布会，即将到来的iOS9.3和iPhonese是焦点，但还是为iPhone7的降临做好准备！蓄势待发！	FAVOR
286	iPhone SE	还是喜欢苹果4的备忘录 会显示时间的长短	AGAINST
287	iPhone SE	#史上最便宜iphone# 很多人挺搞笑的，说苹果就必须要越造越大才有人买，那你怎么不干脆去买个电脑买iphone6 plus纯属为了显摆有钱的大有人在，不想换plus的，不是买不起，只是喜欢小屏而已。so，苹果出了iPhoneSE怎么就要被淘汰了！中国喜欢小屏的人多着呢	FAVOR
288	iPhone SE	大半夜看这个也是没谁了 搞得我们很懂一样#苹果新品发布会##苹果iphoneSE#@Circum_C	AGAINST
289	iPhone SE	还不错哦 考完试换#史上最便宜iphone##iPhoneSE#	FAVOR
290	iPhone SE	#iPhoneSE订购# 朋友在美国苹果公司，5月中旬可以帮忙带几台回来，需要的可以联系我！一起买买买～价格也不贵咯！ |上海·定海...	FAVOR
291	iPhone SE	iPhone SE成本居然这么低，这次被完整拆解！！！ http://t.cn/RqMdMJw 科技不断进步，而苹果机在退步，未来十年，我认为三星会引领潮流，而华为也会紧随其后。至于苹果手机，或许就是下一个诺基亚	AGAINST
292	iPhone SE	#iPhoneSE订购#16g太小 64g太空虚 32g才是真爱啊5s的机身6s的配置 不能装的一手好逼 我爱米 |庆阳·温泉...	FAVOR
293	iPhone SE	虽然你长得好看，可是你太黄了。#iPhoneSE黄屏# |兰州·兰州...	AGAINST
